,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
7,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9944444444444444,0.9999999999999999,0.9961977186311787,0.997319034852547,0.9971428571428572,1.0,0.9849397590361446,0.9787985865724382,0.9742268041237114,0.9367088607594936,0.8837209302325583,0.7938144329896908,0.7083333333333334,0.4871794871794871,0.3246753246753247,0.15789473684210525,0.19047619047619047,0.06382978723404255,0.02127659574468085,0.0,0.0,0.041666666666666664,0.047619047619047616,0.0,0.0,0.0
8,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9944444444444444,0.9999999999999999,0.9961977186311787,1.0,0.9971428571428572,1.0,0.9879518072289157,0.9787985865724382,0.9793814432989691,0.9620253164556961,0.9224806201550388,0.8556701030927836,0.8541666666666667,0.6666666666666666,0.4675324675324675,0.2763157894736842,0.25396825396825395,0.1702127659574468,0.06382978723404255,0.03125,0.0,0.041666666666666664,0.047619047619047616,0.0,0.0,0.0
9,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9944444444444444,0.9999999999999999,0.9961977186311787,1.0,0.9971428571428572,1.0,0.9939759036144579,0.9858657243816256,0.9793814432989691,0.9683544303797468,0.9379844961240311,0.8969072164948454,0.9375000000000001,0.7692307692307692,0.6233766233766234,0.4473684210526315,0.4603174603174603,0.2978723404255319,0.10638297872340424,0.09375,0.06666666666666667,0.041666666666666664,0.047619047619047616,0.0,0.0,0.0
10,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9961977186311787,1.0,1.0,1.0,0.9939759036144579,0.9858657243816256,0.9896907216494846,0.9936708860759493,0.9612403100775195,0.9690721649484536,0.9583333333333335,0.846153846153846,0.7402597402597403,0.6184210526315789,0.5873015873015872,0.5106382978723404,0.23404255319148934,0.1875,0.1,0.041666666666666664,0.047619047619047616,0.0,0.0,0.0
11,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,0.9893992932862192,0.9948453608247423,1.0,0.9767441860465118,0.979381443298969,0.9687500000000001,0.8846153846153845,0.8441558441558442,0.7499999999999999,0.7142857142857142,0.7021276595744681,0.40425531914893614,0.3125,0.1,0.041666666666666664,0.09523809523809523,0.058823529411764705,0.06666666666666667,0.0
12,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,0.9929328621908129,1.0,1.0,0.9767441860465118,0.9896907216494845,0.9687500000000001,0.9358974358974358,0.8571428571428572,0.8289473684210525,0.8253968253968254,0.851063829787234,0.4680851063829787,0.53125,0.26666666666666666,0.125,0.14285714285714285,0.11764705882352941,0.06666666666666667,0.0
13,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9767441860465118,0.9896907216494845,0.9895833333333335,0.9871794871794871,0.8831168831168832,0.8684210526315789,0.9047619047619047,0.8936170212765957,0.6170212765957446,0.5625,0.5333333333333333,0.375,0.2857142857142857,0.23529411764705882,0.06666666666666667,0.0
14,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9922480620155041,0.9896907216494845,0.9895833333333335,0.9871794871794871,0.9350649350649352,0.9342105263157894,0.9523809523809523,0.9148936170212766,0.7234042553191489,0.6875,0.5333333333333333,0.4583333333333333,0.38095238095238093,0.3529411764705882,0.2,0.0
15,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9922480620155041,0.9896907216494845,0.9895833333333335,0.9999999999999999,0.9480519480519481,0.9342105263157894,0.9523809523809523,0.9361702127659575,0.8510638297872339,0.84375,0.7,0.5833333333333333,0.47619047619047616,0.4117647058823529,0.33333333333333337,0.02727272727272727
16,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9922480620155041,0.9896907216494845,0.9895833333333335,0.9999999999999999,0.9610389610389611,0.9473684210526315,0.9523809523809523,0.9574468085106383,0.9148936170212765,0.84375,0.7999999999999999,0.7499999999999999,0.5714285714285714,0.5294117647058824,0.4666666666666667,0.07272727272727272
17,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9896907216494845,1.0000000000000002,0.9999999999999999,0.9610389610389611,0.9736842105263157,0.9523809523809523,0.9787234042553192,0.9361702127659574,0.875,0.8333333333333333,0.7916666666666665,0.7142857142857142,0.5882352941176471,0.6,0.12727272727272726
18,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9896907216494845,1.0000000000000002,0.9999999999999999,0.9870129870129871,0.9868421052631579,0.9682539682539681,1.0,0.9574468085106382,0.875,0.8333333333333333,0.8749999999999999,0.8095238095238094,0.6470588235294118,0.6,0.1818181818181818
19,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9896907216494845,1.0000000000000002,0.9999999999999999,0.9870129870129871,0.9868421052631579,0.984126984126984,1.0,0.9574468085106382,0.875,0.8333333333333333,0.8749999999999999,0.8095238095238094,0.6470588235294118,0.9333333333333333,0.2636363636363636
20,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0
