"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TATASTEEL","EQ","30-Jan-2020","        452.20","        451.90","        454.45","        441.40","        448.20","        448.55","        447.37","   14652016","          6554832560.05","     131714","    3326007","         22.70"
"TATASTEEL","EQ","31-Jan-2020","        448.55","        453.00","        454.25","        436.45","        438.50","        438.70","        444.51","   10738727","          4773521334.00","     105534","    2393283","         22.29"
"TATASTEEL","EQ","01-Feb-2020","        438.70","        431.50","        440.00","        420.10","        422.60","        423.80","        431.17","   12915212","          5568621704.00","     107938","    1406824","         10.89"
"TATASTEEL","EQ","03-Feb-2020","        423.80","        418.00","        439.00","        416.60","        438.70","        436.05","        427.35","   16237126","          6938896142.50","     158028","    2633667","         16.22"
"TATASTEEL","EQ","04-Feb-2020","        436.05","        442.00","        453.40","        433.45","        452.45","        451.90","        446.32","   13336263","          5952188084.80","     126255","    2421433","         18.16"
"TATASTEEL","EQ","05-Feb-2020","        451.90","        452.25","        479.70","        448.00","        477.90","        475.05","        462.61","   16056765","          7428094432.45","     167240","    4073896","         25.37"
"TATASTEEL","EQ","06-Feb-2020","        475.05","        478.00","        487.25","        471.60","        476.80","        477.60","        481.07","   16666074","          8017549957.10","     170741","    3096564","         18.58"
"TATASTEEL","EQ","07-Feb-2020","        477.60","        475.70","        479.70","        468.85","        470.25","        471.00","        473.15","   11649909","          5512185950.70","     146151","    1511735","         12.98"
"TATASTEEL","EQ","10-Feb-2020","        471.00","        460.25","        463.25","        440.00","        443.15","        443.80","        447.71","   26796048","         11996813737.10","     249715","    4263368","         15.91"
"TATASTEEL","EQ","11-Feb-2020","        443.80","        448.35","        457.70","        442.70","        445.00","        444.10","        451.05","   16824371","          7588614424.95","     150061","    1731791","         10.29"
"TATASTEEL","EQ","12-Feb-2020","        444.10","        450.00","        454.50","        442.55","        448.35","        447.95","        448.06","   11785858","          5280796934.20","     120023","    1297394","         11.01"
"TATASTEEL","EQ","13-Feb-2020","        447.95","        448.75","        451.70","        439.35","        440.00","        441.25","        443.43","    9965221","          4418899311.95","      92151","    1609772","         16.15"
"TATASTEEL","EQ","14-Feb-2020","        441.25","        441.00","        445.55","        433.35","        434.50","        434.55","        440.30","    9484817","          4176185868.10","      91279","     764532","          8.06"
"TATASTEEL","EQ","17-Feb-2020","        434.55","        435.50","        440.90","        433.00","        437.95","        436.85","        437.28","    9724765","          4252482852.50","      90008","    1308987","         13.46"
"TATASTEEL","EQ","18-Feb-2020","        436.85","        434.00","        435.15","        421.30","        432.65","        431.40","        426.78","   11502423","          4908955875.90","     120480","    1834680","         15.95"
"TATASTEEL","EQ","19-Feb-2020","        431.40","        436.45","        438.50","        428.15","        433.00","        433.20","        433.20","    8465109","          3667058174.25","      83669","     755469","          8.92"
"TATASTEEL","EQ","20-Feb-2020","        433.20","        429.00","        447.70","        428.00","        443.45","        443.55","        440.98","   12980237","          5723969543.25","     110855","    2162933","         16.66"
"TATASTEEL","EQ","24-Feb-2020","        443.55","        434.85","        434.85","        413.35","        415.70","        415.45","        423.97","   17523142","          7429334259.50","     154878","    3857604","         22.01"
"TATASTEEL","EQ","25-Feb-2020","        415.45","        419.00","        425.55","        414.40","        421.80","        421.30","        420.39","   14558176","          6120091722.50","     148263","    1938041","         13.31"
"TATASTEEL","EQ","26-Feb-2020","        421.30","        411.30","        419.40","        411.30","        416.50","        416.30","        415.83","   14270706","          5934249599.60","     146854","    2843425","         19.92"
"TATASTEEL","EQ","27-Feb-2020","        416.30","        414.90","        415.90","        407.05","        413.00","        412.80","        411.13","   10226379","          4204395291.50","     123126","     894347","          8.75"
"TATASTEEL","EQ","28-Feb-2020","        412.80","        398.70","        398.95","        375.00","        381.00","        381.75","        383.59","   24532833","          9410451642.90","     209662","    4565398","         18.61"
"TATASTEEL","EQ","02-Mar-2020","        381.75","        393.70","        394.00","        358.00","        364.00","        364.05","        379.84","   20220772","          7680564293.85","     149142","    4553567","         22.52"
"TATASTEEL","EQ","03-Mar-2020","        364.05","        373.50","        391.00","        370.10","        388.30","        387.55","        378.36","   18648933","          7056030398.20","     170252","    2082900","         11.17"
"TATASTEEL","EQ","04-Mar-2020","        387.55","        388.05","        389.90","        365.10","        375.95","        377.15","        373.75","   22937148","          8572706132.00","     191616","    4119106","         17.96"
"TATASTEEL","EQ","05-Mar-2020","        377.15","        383.95","        387.80","        374.30","        374.95","        375.75","        380.39","   14628468","          5564489039.40","     121582","    1448143","          9.90"
"TATASTEEL","EQ","06-Mar-2020","        375.75","        356.95","        358.30","        346.65","        351.55","        351.50","        352.64","   14848188","          5235996665.00","     131450","    3756482","         25.30"
"TATASTEEL","EQ","09-Mar-2020","        351.50","        337.50","        337.70","        319.75","        323.00","        322.30","        327.36","   20423826","          6685868769.30","     205411","    6978505","         34.17"
"TATASTEEL","EQ","11-Mar-2020","        322.30","        324.00","        326.05","        296.10","        297.30","        299.75","        308.09","   28693709","          8840328886.70","     251678","    7444397","         25.94"
"TATASTEEL","EQ","12-Mar-2020","        299.75","        275.00","        291.80","        267.20","        291.45","        287.45","        281.42","   43767763","         12317269147.15","     314421","   16470991","         37.63"
"TATASTEEL","EQ","13-Mar-2020","        287.45","        270.00","        332.10","        255.35","        329.20","        326.70","        301.74","   33842310","         10211421110.45","     270225","   11719040","         34.63"
"TATASTEEL","EQ","16-Mar-2020","        326.70","        304.00","        317.65","        287.10","        291.75","        289.60","        302.10","   23606452","          7131488009.80","     291120","    5593343","         23.69"
"TATASTEEL","EQ","17-Mar-2020","        289.60","        300.00","        307.65","        280.50","        282.00","        282.75","        294.47","   20654603","          6082202960.20","     241973","    2576109","         12.47"
"TATASTEEL","EQ","18-Mar-2020","        282.75","        290.00","        293.15","        275.70","        282.00","        280.85","        281.66","   18772675","          5287435067.70","     193555","    4217265","         22.46"
"TATASTEEL","EQ","19-Mar-2020","        280.85","        268.95","        284.50","        260.50","        272.00","        271.85","        274.42","   18723257","          5138057805.80","     198240","    4010754","         21.42"
"TATASTEEL","EQ","20-Mar-2020","        271.85","        279.70","        305.00","        274.15","        296.00","        297.75","        287.26","   17307882","          4971827314.15","     176547","    2621367","         15.15"
"TATASTEEL","EQ","23-Mar-2020","        297.75","        268.00","        278.00","        253.55","        272.05","        271.15","        264.63","   12100684","          3202196946.30","     149907","    4198002","         34.69"
"TATASTEEL","EQ","24-Mar-2020","        271.15","        277.05","        285.65","        258.60","        271.90","        271.90","        270.13","   12928877","          3492518886.05","     160998","    3122445","         24.15"
"TATASTEEL","EQ","25-Mar-2020","        271.90","        267.05","        295.00","        267.05","        288.95","        286.80","        280.08","    9442834","          2644775539.45","     140205","    1899479","         20.12"
"TATASTEEL","EQ","26-Mar-2020","        286.80","        290.00","        295.50","        280.10","        281.05","        284.45","        288.53","   11493837","          3316356966.80","     139566","    2377340","         20.68"
"TATASTEEL","EQ","27-Mar-2020","        284.45","        291.00","        295.25","        274.20","        276.00","        277.25","        282.47","   11184139","          3159161558.70","     123864","    2170827","         19.41"
"TATASTEEL","EQ","30-Mar-2020","        277.25","        267.00","        270.75","        250.85","        255.00","        254.05","        260.00","   15853761","          4122028384.35","     218642","    4884324","         30.81"
"TATASTEEL","EQ","31-Mar-2020","        254.05","        262.25","        272.45","        259.70","        270.00","        269.60","        266.48","   15787411","          4207057234.20","     185680","    2447570","         15.50"
"TATASTEEL","EQ","01-Apr-2020","        269.60","        266.00","        267.95","        258.10","        266.65","        266.35","        262.61","   11965031","          3142149954.15","     142931","    2597795","         21.71"
"TATASTEEL","EQ","03-Apr-2020","        266.35","        267.70","        268.90","        251.00","        254.35","        253.75","        255.68","   12528030","          3203160554.55","     174595","    2888719","         23.06"
"TATASTEEL","EQ","07-Apr-2020","        253.75","        266.05","        277.70","        261.20","        275.50","        276.20","        270.13","   15956873","          4310467411.60","     166420","    3547144","         22.23"
"TATASTEEL","EQ","08-Apr-2020","        276.20","        271.00","        292.90","        266.65","        273.30","        274.75","        281.88","   20435156","          5760222351.50","     215435","    3610220","         17.67"
"TATASTEEL","EQ","09-Apr-2020","        274.75","        280.50","        289.60","        277.65","        284.00","        284.85","        283.63","   13855788","          3929956073.90","     150361","    2188735","         15.80"
"TATASTEEL","EQ","13-Apr-2020","        284.85","        285.00","        292.00","        273.85","        282.40","        282.55","        281.08","   15510598","          4359767281.25","     169856","    1713097","         11.04"
"TATASTEEL","EQ","15-Apr-2020","        282.55","        287.40","        295.65","        281.90","        286.00","        285.15","        289.28","   20991943","          6072528289.45","     216185","    2753884","         13.12"
"TATASTEEL","EQ","16-Apr-2020","        285.15","        276.00","        291.90","        276.00","        290.55","        288.90","        285.74","   17248806","          4928719772.10","     159950","    1959116","         11.36"
"TATASTEEL","EQ","17-Apr-2020","        288.90","        297.50","        299.70","        285.50","        292.30","        293.35","        291.36","   17492884","          5096770272.80","     156395","    2467218","         14.10"
"TATASTEEL","EQ","20-Apr-2020","        293.35","        294.80","        295.00","        285.10","        286.50","        286.40","        289.28","   11961355","          3460143136.05","     129180","    2251787","         18.83"
"TATASTEEL","EQ","21-Apr-2020","        286.40","        280.05","        281.00","        263.25","        266.10","        265.95","        266.60","   16925417","          4512317904.45","     286180","    4798495","         28.35"
"TATASTEEL","EQ","22-Apr-2020","        265.95","        266.10","        269.90","        259.20","        269.00","        268.35","        265.46","   14789857","          3926075621.85","     158776","    1567965","         10.60"
"TATASTEEL","EQ","23-Apr-2020","        268.35","        270.00","        279.00","        269.00","        270.35","        270.30","        274.31","   15468122","          4243125772.40","     182297","    2184467","         14.12"
"TATASTEEL","EQ","24-Apr-2020","        270.30","        266.30","        273.85","        264.45","        268.75","        267.55","        269.75","   12383846","          3340556827.25","     120833","    1265666","         10.22"
"TATASTEEL","EQ","27-Apr-2020","        267.55","        274.00","        276.90","        270.50","        271.95","        271.65","        273.40","   12410812","          3393162809.40","     154370","    2121092","         17.09"
"TATASTEEL","EQ","28-Apr-2020","        271.65","        273.90","        275.40","        269.55","        273.70","        273.55","        272.50","    8548134","          2329381054.00","      77655","    1153564","         13.49"
"TATASTEEL","EQ","29-Apr-2020","        273.55","        273.00","        286.15","        271.25","        282.45","        282.65","        281.77","   19876696","          5600679856.25","     215401","    3291156","         16.56"
"TATASTEEL","EQ","30-Apr-2020","        282.65","        289.95","        304.50","        288.70","        297.55","        298.30","        297.28","   23636082","          7026587166.55","     239510","    4821416","         20.40"
"TATASTEEL","EQ","04-May-2020","        298.30","        285.00","        286.15","        270.10","        272.70","        273.60","        273.71","   12892158","          3528725886.70","     167867","    4087314","         31.70"
"TATASTEEL","EQ","05-May-2020","        273.60","        279.00","        282.40","        271.00","        274.00","        272.65","        276.85","   12182355","          3372723173.35","     120197","     967339","          7.94"
"TATASTEEL","EQ","06-May-2020","        272.65","        274.10","        280.45","        272.05","        278.30","        277.75","        276.95","    9507731","          2633168094.60","      95963","    1364638","         14.35"
"TATASTEEL","EQ","07-May-2020","        277.75","        275.45","        282.85","        274.65","        276.15","        275.85","        278.44","    8958411","          2494364184.90","     103931","    1435027","         16.02"
"TATASTEEL","EQ","08-May-2020","        275.85","        282.80","        284.00","        272.00","        272.90","        272.90","        277.06","    9878213","          2736816388.30","     108729","    1706862","         17.28"
"TATASTEEL","EQ","11-May-2020","        272.90","        275.55","        283.00","        275.00","        276.65","        276.20","        279.07","   10907408","          3043983356.80","     129049","    1670883","         15.32"
"TATASTEEL","EQ","12-May-2020","        276.20","        273.30","        276.80","        264.50","        275.25","        273.95","        269.35","   15040334","          4051062305.45","     154012","    2090062","         13.90"
"TATASTEEL","EQ","13-May-2020","        273.95","        287.50","        288.00","        273.50","        278.00","        276.55","        280.93","   14723748","          4136288213.50","     144455","    2756610","         18.72"
"TATASTEEL","EQ","14-May-2020","        276.55","        272.00","        275.20","        267.30","        268.75","        268.55","        270.40","   10796959","          2919511068.35","     125086","    3096218","         28.68"
"TATASTEEL","EQ","15-May-2020","        268.55","        270.00","        276.80","        268.80","        273.15","        273.45","        273.69","   14991458","          4102996468.50","     140643","    1560691","         10.41"
"TATASTEEL","EQ","18-May-2020","        273.45","        274.10","        276.20","        262.45","        267.00","        266.60","        267.10","   11616080","          3102609332.35","     126742","    1741263","         14.99"
"TATASTEEL","EQ","19-May-2020","        266.60","        271.95","        280.40","        267.50","        272.10","        272.00","        275.10","   16897173","          4648458657.85","     160617","    2906574","         17.20"
"TATASTEEL","EQ","20-May-2020","        272.00","        272.00","        284.00","        270.10","        283.80","        283.20","        279.95","   14423657","          4037917086.25","     135400","    3479379","         24.12"
"TATASTEEL","EQ","21-May-2020","        283.20","        283.90","        286.25","        278.50","        283.55","        283.70","        282.78","   13035881","          3686249554.70","     119568","    2202407","         16.89"
"TATASTEEL","EQ","22-May-2020","        283.70","        279.00","        280.25","        273.30","        275.00","        274.45","        276.22","   10656911","          2943598776.45","     104788","    1811193","         17.00"
"TATASTEEL","EQ","26-May-2020","        274.45","        277.50","        284.40","        277.00","        281.15","        280.45","        281.72","   12108740","          3411278653.25","     119897","    2068622","         17.08"
"TATASTEEL","EQ","27-May-2020","        280.45","        282.20","        290.40","        279.05","        289.00","        287.95","        283.20","   14007562","          3966957647.45","     133263","    3577549","         25.54"
"TATASTEEL","EQ","28-May-2020","        287.95","        291.90","        298.60","        289.40","        293.90","        295.50","        293.90","   16602462","          4879513936.05","     153571","    2560661","         15.42"
"TATASTEEL","EQ","29-May-2020","        295.50","        292.10","        296.90","        287.85","        294.05","        295.20","        292.09","   13128027","          3834529453.70","     117534","    2619554","         19.95"
"TATASTEEL","EQ","01-Jun-2020","        295.20","        302.00","        317.80","        302.00","        315.10","        315.20","        313.98","   24384633","          7656243893.60","     222950","    3523247","         14.45"
"TATASTEEL","EQ","02-Jun-2020","        315.20","        318.00","        323.45","        314.55","        318.70","        319.40","        319.08","   16563267","          5284947430.20","     147289","    2295809","         13.86"
"TATASTEEL","EQ","03-Jun-2020","        319.40","        325.45","        326.30","        315.05","        317.20","        317.40","        321.66","   10387136","          3341109720.90","     107042","    1977960","         19.04"
"TATASTEEL","EQ","04-Jun-2020","        317.40","        316.90","        322.60","        314.60","        319.95","        319.95","        319.18","   11251331","          3591222083.45","     106014","    1530080","         13.60"
"TATASTEEL","EQ","05-Jun-2020","        319.95","        325.80","        343.65","        325.05","        339.70","        338.95","        337.14","   30918495","         10423983284.05","     262033","    5973240","         19.32"
"TATASTEEL","EQ","08-Jun-2020","        338.95","        347.70","        350.80","        327.35","        334.50","        333.60","        338.85","   16481809","          5584840098.30","     156820","    3152079","         19.12"
"TATASTEEL","EQ","09-Jun-2020","        333.60","        336.00","        344.00","        328.85","        330.00","        332.20","        337.22","   14926862","          5033688024.75","     172156","    2531818","         16.96"
"TATASTEEL","EQ","10-Jun-2020","        332.20","        331.10","        331.50","        322.00","        324.80","        324.00","        325.32","   17218893","          5601593198.55","     175572","    4601771","         26.73"
"TATASTEEL","EQ","11-Jun-2020","        324.00","        322.00","        323.50","        311.00","        314.05","        313.15","        318.20","   13906985","          4425184371.35","     176936","    3542639","         25.47"
"TATASTEEL","EQ","12-Jun-2020","        313.15","        300.00","        320.45","        300.00","        319.60","        317.60","        308.07","   17558010","          5409058690.90","     140583","    4474480","         25.48"
"TATASTEEL","EQ","15-Jun-2020","        317.60","        313.75","        315.00","        302.60","        306.20","        306.20","        306.80","   18582927","          5701281538.95","     157596","    4028980","         21.68"
"TATASTEEL","EQ","16-Jun-2020","        306.20","        315.10","        322.55","        301.30","        308.05","        308.95","        313.06","   23442027","          7338779481.25","     195544","    3998178","         17.06"
"TATASTEEL","EQ","17-Jun-2020","        308.95","        307.20","        314.80","        305.05","        308.00","        308.20","        310.60","   11447411","          3555621704.35","      94469","    1704046","         14.89"
"TATASTEEL","EQ","18-Jun-2020","        308.20","        308.20","        319.20","        307.10","        319.00","        318.10","        314.78","   11369278","          3578852511.90","     116074","    2431872","         21.39"
"TATASTEEL","EQ","19-Jun-2020","        318.10","        321.00","        325.85","        317.30","        320.25","        320.55","        321.65","   15134693","          4868043356.90","     130654","    3867004","         25.55"
"TATASTEEL","EQ","22-Jun-2020","        320.55","        319.75","        328.00","        318.35","        327.70","        325.70","        322.81","   11031385","          3560988131.35","      97621","    1821564","         16.51"
"TATASTEEL","EQ","23-Jun-2020","        325.70","        327.70","        333.50","        326.15","        330.00","        332.00","        330.59","   12551154","          4149267135.45","     106270","    1574863","         31.26"
"TATASTEEL","EQ","24-Jun-2020","        332.00","        336.60","        338.15","        324.75","        325.85","        326.05","        332.27","   20782956","          6905589579.45","     163710","    5103375","         24.56"
"TATASTEEL","EQ","25-Jun-2020","        326.05","        322.00","        327.40","        321.00","        322.55","        323.10","        324.48","   11345728","          3681441250.55","     107613","    2659823","         23.44"
"TATASTEEL","EQ","26-Jun-2020","        323.10","        325.80","        329.95","        322.55","        324.65","        323.85","        326.75","    9706335","          3171559658.90","      85340","    1629288","         16.79"
"TATASTEEL","EQ","29-Jun-2020","        323.85","        323.00","        326.00","        312.10","        319.75","        320.85","        317.60","   11961198","          3798868322.80","     103154","    2023350","         16.92"
"TATASTEEL","EQ","30-Jun-2020","        320.85","        323.10","        337.65","        323.10","        327.25","        326.70","        331.71","   36523647","         12115276397.40","     274900","    4913449","         13.45"
"TATASTEEL","EQ","01-Jul-2020","        326.70","        329.00","        329.60","        320.30","        324.10","        323.70","        323.39","   10489533","          3392236695.35","      96601","    1515907","         14.45"
"TATASTEEL","EQ","02-Jul-2020","        323.70","        327.05","        337.50","        324.55","        334.15","        334.90","        330.80","   11971928","          3960272227.95","     112477","    2037480","         17.02"
"TATASTEEL","EQ","03-Jul-2020","        334.90","        337.00","        337.00","        327.35","        329.00","        329.90","        332.10","   10612730","          3524440290.95","      90027","    2379281","         22.42"
"TATASTEEL","EQ","06-Jul-2020","        329.90","        333.15","        341.70","        330.30","        338.85","        338.90","        337.87","   14144208","          4778841166.30","     135444","    2738343","         19.36"
"TATASTEEL","EQ","07-Jul-2020","        338.90","        338.80","        338.85","        328.05","        331.00","        330.30","        332.21","   10839521","          3600974427.85","     139113","    3134546","         28.92"
"TATASTEEL","EQ","08-Jul-2020","        330.30","        332.80","        346.40","        332.00","        333.90","        334.20","        339.79","   21561168","          7326287444.85","     175976","    3963127","         18.38"
"TATASTEEL","EQ","09-Jul-2020","        334.20","        337.00","        348.50","        336.50","        345.00","        344.50","        345.21","   24403806","          8424483686.65","     230676","    6510312","         26.68"
"TATASTEEL","EQ","10-Jul-2020","        344.50","        341.95","        344.30","        335.20","        338.60","        338.70","        338.98","   12526909","          4246370351.40","     110110","    2127859","         16.99"
"TATASTEEL","EQ","13-Jul-2020","        338.70","        343.30","        347.00","        338.50","        342.60","        342.10","        342.60","   12115002","          4150555312.30","     115689","    1799789","         14.86"
"TATASTEEL","EQ","14-Jul-2020","        342.10","        339.00","        339.00","        332.60","        336.05","        336.65","        335.89","    8307089","          2790272023.65","      78148","    1465339","         17.64"
"TATASTEEL","EQ","15-Jul-2020","        336.65","        340.65","        346.50","        338.00","        338.45","        339.30","        343.02","    9687663","          3323081321.15","      85616","    1638524","         16.91"
"TATASTEEL","EQ","16-Jul-2020","        339.30","        338.00","        346.50","        331.55","        340.65","        341.65","        338.37","   10586106","          3582011512.40","     102372","    1626504","         15.36"
"TATASTEEL","EQ","17-Jul-2020","        341.65","        346.00","        356.80","        345.15","        350.85","        350.95","        353.03","   24416975","          8619826518.35","     208229","    3047791","         12.48"
"TATASTEEL","EQ","20-Jul-2020","        350.95","        351.10","        354.70","        346.60","        352.40","        352.40","        350.49","    9532817","          3341136548.65","      96655","    1513649","         15.88"
"TATASTEEL","EQ","21-Jul-2020","        352.40","        356.00","        360.60","        349.50","        359.70","        359.15","        354.43","   11368275","          4029261812.75","     114527","    1993560","         17.54"
"TATASTEEL","EQ","22-Jul-2020","        359.15","        360.50","        362.90","        346.60","        350.20","        350.05","        356.04","   17844237","          6353235528.45","     157442","    3831203","         21.47"
"TATASTEEL","EQ","23-Jul-2020","        350.05","        350.10","        356.40","        347.65","        351.75","        351.90","        351.99","    9625277","          3388015870.15","      81763","    1667396","         17.32"
"TATASTEEL","EQ","24-Jul-2020","        351.90","        347.00","        349.80","        342.55","        346.50","        346.10","        345.93","    8918940","          3085360337.80","      73901","    1352810","         15.17"
"TATASTEEL","EQ","27-Jul-2020","        346.10","        351.00","        353.90","        344.25","        352.45","        352.85","        350.47","   11835628","          4148070334.15","     107594","    1266953","         10.70"
"TATASTEEL","EQ","28-Jul-2020","        352.85","        353.60","        360.00","        352.75","        357.90","        358.50","        356.76","   10640327","          3796022209.05","      94982","    2038627","         19.16"
"TATASTEEL","EQ","29-Jul-2020","        358.50","        359.00","        378.45","        356.15","        372.85","        373.75","        371.28","   30116131","         11181538255.90","     262703","    6852829","         22.75"
"TATASTEEL","EQ","30-Jul-2020","        373.75","        377.00","        377.80","        364.10","        366.50","        366.60","        369.83","   10399075","          3845889062.05","     113496","    1965769","         18.90"
"TATASTEEL","EQ","31-Jul-2020","        366.60","        365.60","        370.40","        360.40","        368.10","        366.30","        365.48","    9024955","          3298435294.60","      76352","    1730132","         19.17"
"TATASTEEL","EQ","03-Aug-2020","        366.30","        364.75","        376.85","        362.05","        371.95","        373.50","        371.80","   11137571","          4140904825.70","     103111","    1858427","         16.69"
"TATASTEEL","EQ","04-Aug-2020","        373.50","        374.50","        378.00","        367.65","        372.00","        372.25","        371.72","   11184430","          4157495585.00","     111097","    2526262","         22.59"
"TATASTEEL","EQ","05-Aug-2020","        372.25","        373.05","        397.90","        373.05","        397.20","        395.80","        388.36","   30559760","         11868096905.00","     259897","    5319525","         17.41"
"TATASTEEL","EQ","06-Aug-2020","        395.80","        389.75","        402.80","        385.50","        400.50","        400.45","        393.82","   22123358","          8712704876.55","     196968","    3483994","         15.75"
"TATASTEEL","EQ","07-Aug-2020","        400.45","        395.90","        406.70","        393.10","        403.05","        404.05","        402.46","   15176343","          6107813365.35","     139632","    1707227","         11.25"
"TATASTEEL","EQ","10-Aug-2020","        404.05","        405.75","        411.55","        399.60","        409.80","        410.20","        406.00","   12018305","          4879476229.60","     110503","    1483603","         12.34"
"TATASTEEL","EQ","11-Aug-2020","        410.20","        413.10","        427.60","        412.50","        417.50","        416.45","        421.21","   25885192","         10903230075.60","     196871","    3339899","         12.90"
"TATASTEEL","EQ","12-Aug-2020","        416.45","        413.70","        417.35","        407.55","        415.10","        414.50","        412.88","   11574692","          4778924976.30","     104644","    1898165","         16.40"
"TATASTEEL","EQ","13-Aug-2020","        414.50","        418.20","        421.70","        408.85","        414.50","        413.10","        413.82","   12422203","          5140574042.65","      99676","    1321630","         10.64"
"TATASTEEL","EQ","14-Aug-2020","        413.10","        410.00","        430.95","        409.10","        417.90","        418.50","        420.41","   47742372","         20071593283.55","     315846","    3087924","          6.47"
"TATASTEEL","EQ","17-Aug-2020","        418.50","        418.00","        429.15","        414.25","        424.50","        425.05","        423.65","   18145953","          7687593644.90","     141923","    1109842","          6.12"
"TATASTEEL","EQ","18-Aug-2020","        425.05","        421.65","        436.80","        419.70","        432.50","        434.50","        429.05","   17342261","          7440728990.95","     146163","    2086953","         12.03"
"TATASTEEL","EQ","19-Aug-2020","        434.50","        434.50","        435.55","        428.85","        433.00","        431.70","        431.61","   11843731","          5111884629.95","      98176","    1191309","         10.06"
"TATASTEEL","EQ","20-Aug-2020","        431.70","        425.00","        438.30","        423.05","        432.20","        432.60","        432.43","   15846609","          6852510971.10","     141367","    1380653","          8.71"
"TATASTEEL","EQ","21-Aug-2020","        432.60","        435.75","        442.00","        426.55","        428.30","        428.85","        435.72","   13482327","          5874527926.45","     121943","    1471404","         10.91"
"TATASTEEL","EQ","24-Aug-2020","        428.85","        433.60","        437.75","        428.10","        429.55","        429.50","        431.93","    9093889","          3927951174.60","      82038","    1622466","         17.84"
"TATASTEEL","EQ","25-Aug-2020","        429.50","        432.00","        432.65","        421.45","        423.95","        424.00","        425.67","   10554484","          4492716617.80","     119137","    2239582","         21.22"
"TATASTEEL","EQ","26-Aug-2020","        424.00","        425.00","        427.75","        422.20","        425.50","        425.00","        424.84","    7957164","          3380481990.05","      68604","    1788102","         22.47"
"TATASTEEL","EQ","27-Aug-2020","        425.00","        425.50","        430.20","        423.00","        427.50","        426.85","        425.97","    9549716","          4067892911.10","      93181","    2094116","         21.93"
"TATASTEEL","EQ","28-Aug-2020","        426.85","        429.65","        438.00","        423.05","        423.90","        424.20","        430.42","   15212017","          6547488887.00","     139003","    3608478","         23.72"
"TATASTEEL","EQ","31-Aug-2020","        424.20","        426.50","        430.15","        410.00","        411.00","        413.00","        419.91","   15746139","          6612000623.50","     123587","    4256911","         27.03"
"TATASTEEL","EQ","01-Sep-2020","        413.00","        413.90","        432.70","        411.95","        432.65","        428.65","        421.79","   14072848","          5935761477.10","     107764","    2466586","         17.53"
"TATASTEEL","EQ","02-Sep-2020","        428.65","        430.05","        441.70","        427.10","        439.90","        438.65","        433.48","   11739341","          5088795789.75","     104223","    2785626","         23.73"
"TATASTEEL","EQ","03-Sep-2020","        438.65","        442.50","        443.65","        435.90","        438.15","        438.10","        439.11","   10214289","          4485216473.25","     101286","    2565906","         25.12"
"TATASTEEL","EQ","04-Sep-2020","        438.10","        428.10","        433.95","        419.00","        421.90","        421.30","        428.07","   10530674","          4507857768.50","     102510","    1930578","         18.33"
"TATASTEEL","EQ","07-Sep-2020","        421.30","        423.70","        428.40","        418.45","        421.50","        422.50","        423.05","    9628406","          4073304677.05","      80818","    1277039","         13.26"
"TATASTEEL","EQ","08-Sep-2020","        422.50","        425.75","        425.75","        402.60","        404.00","        405.10","        414.31","   11637370","          4821525228.95","     123082","    1792090","         15.40"
"TATASTEEL","EQ","09-Sep-2020","        405.10","        398.80","        420.15","        386.50","        419.55","        417.40","        405.44","   31999875","         12974163761.50","     238419","    3854505","         12.05"
"TATASTEEL","EQ","10-Sep-2020","        417.40","        424.00","        425.90","        401.10","        407.95","        408.00","        411.82","   22920783","          9439278033.35","     189921","    2401848","         10.48"
"TATASTEEL","EQ","11-Sep-2020","        408.00","        408.75","        412.65","        402.50","        406.25","        407.50","        407.09","   13687127","          5571840267.25","     139514","    1578682","         11.53"
"TATASTEEL","EQ","14-Sep-2020","        407.50","        410.00","        414.10","        402.15","        402.95","        404.65","        407.98","   12331121","          5030802282.35","     144469","    2053205","         16.65"
"TATASTEEL","EQ","15-Sep-2020","        404.65","        407.00","        410.55","        403.55","        405.35","        405.25","        406.81","    9132749","          3715307789.80","      86138","    1237442","         13.55"
"TATASTEEL","EQ","16-Sep-2020","        405.25","        406.45","        410.00","        402.70","        404.30","        404.60","        405.89","    9987412","          4053785909.50","      89850","    2333658","         23.37"
"TATASTEEL","EQ","17-Sep-2020","        404.60","        401.95","        407.50","        393.20","        400.00","        398.70","        398.77","   14808022","          5904984176.40","     131100","    2218469","         14.98"
"TATASTEEL","EQ","18-Sep-2020","        398.70","        402.10","        405.65","        393.40","        396.60","        395.50","        399.44","   16842244","          6727461108.35","     121300","    5625208","         33.40"
"TATASTEEL","EQ","21-Sep-2020","        395.50","        396.00","        399.20","        371.00","        371.55","        373.40","        384.69","   14138761","          5439017318.25","     145719","    2194692","         15.52"
"TATASTEEL","EQ","22-Sep-2020","        373.40","        374.00","        378.50","        358.20","        374.50","        374.15","        369.68","   22013027","          8137752374.45","     182809","    3503965","         15.92"
"TATASTEEL","EQ","23-Sep-2020","        374.15","        377.00","        378.00","        356.45","        361.15","        361.30","        362.90","   16984600","          6163628027.60","     141359","    2600051","         15.31"
"TATASTEEL","EQ","24-Sep-2020","        361.30","        356.80","        357.25","        342.75","        344.00","        343.90","        348.86","   12495840","          4359329729.70","     128666","    2388533","         19.11"
